Time	AMP.ParticleNumber	CDK5.ParticleNumber	CK1.ParticleNumber	CK1P.ParticleNumber	CK1P_PP2B.ParticleNumber	Ca.ParticleNumber	D.ParticleNumber	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D34:75_CK1.ParticleNumber	D34:75_PP2A.ParticleNumber	D34:75_PP2ACa.ParticleNumber	D34:75_PP2AP.ParticleNumber	D34:75_PP2APCa.ParticleNumber	D34:75_PP2B.ParticleNumber	D34_CDK5.ParticleNumber	D34_CK1.ParticleNumber	D34_PP2B.ParticleNumber	D75.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber	D75_CK1.ParticleNumber	D75_PKA.ParticleNumber	D75_PP2A.ParticleNumber	D75_PP2ACa.ParticleNumber	D75_PP2AP.ParticleNumber	D75_PP2APCa.ParticleNumber	D_CDK5.ParticleNumber	D_CK1.ParticleNumber	D_PKA.ParticleNumber	Empty.ParticleNumber	PDE.ParticleNumber	PDEP.ParticleNumber	PDE_PKA.ParticleNumber	PKA.ParticleNumber	PP2A.ParticleNumber	PP2ACa.ParticleNumber	PP2ACa_PKA.ParticleNumber	PP2AP.ParticleNumber	PP2APCa.ParticleNumber	PP2A_PKA.ParticleNumber	PP2B.ParticleNumber	PP2Binactive.ParticleNumber	PP2BinactiveCa2.ParticleNumber	PP2C.ParticleNumber	R2C2.ParticleNumber	cAMP.ParticleNumber	cAMP2_R2C2.ParticleNumber	cAMP3_R2C2.ParticleNumber	cAMP4_R2.ParticleNumber	cAMP4_R2C.ParticleNumber	cAMP4_R2C2.ParticleNumber	cAMP_PDE.ParticleNumber	cAMP_PDEP.ParticleNumber	cAMP_R2C2.ParticleNumber	Ca.ParticleNumberRate
328.5	3838	61	28	44	7	11	1118	290	6	2	13	341	170	6	9	4	155	63	0	0	1	0	0	1	1	3	0	0	0	0	13	1	8	546	144	5	1	0	0	0	2	4	11	10	1	0	0	34	15	21	0	809	390	5	19	99	1	0	3	0	1	48	93	35	60	3959	1	0	0	32	0	0	0	0	8	30.8596
329	3838	59	24	51	1	9	1131	271	10	5	20	338	170	5	9	7	151	65	0	0	0	0	0	2	0	3	0	0	0	0	6	6	7	554	150	1	1	0	0	0	0	2	10	5	0	0	0	40	16	14	0	813	383	8	25	110	0	0	0	0	1	57	97	29	51	3958	0	0	0	32	0	0	0	0	9	89.2343
329.5	3839	53	33	44	6	13	1139	277	8	3	5	339	169	7	9	6	150	55	2	0	0	0	0	2	1	3	0	0	0	0	11	2	12	551	142	3	3	0	1	0	6	5	11	8	0	0	0	41	9	19	0	811	387	6	22	102	0	0	1	0	0	45	96	32	61	3959	0	0	0	32	0	0	0	0	8	-32.4329
330	3839	52	27	49	1	15	1139	277	7	5	9	341	158	10	11	6	146	62	1	0	0	0	0	2	1	2	0	0	0	0	15	4	11	545	132	2	3	0	0	0	9	8	11	17	1	0	0	36	10	18	0	810	390	4	22	94	1	0	0	0	1	42	94	41	54	3959	0	0	0	31	1	0	0	0	8	-113.172
330.5	3839	55	20	53	4	9	1137	273	9	4	8	334	158	4	11	7	167	63	3	0	0	0	0	2	1	3	0	0	0	0	10	2	11	556	134	2	3	0	0	0	8	3	6	8	0	1	0	42	17	12	0	815	382	7	30	98	1	0	1	0	2	39	96	39	55	3959	0	0	0	31	1	0	0	0	8	61.3129
331	3840	54	19	54	4	17	1132	267	9	0	10	350	163	3	10	5	160	64	0	0	0	0	0	2	2	4	1	0	0	0	14	2	10	542	133	2	5	0	0	0	6	8	11	16	0	1	0	40	11	16	0	814	388	2	30	87	0	0	4	0	2	43	104	29	57	3961	1	0	0	31	1	0	0	0	6	-174.769
331.5	3841	47	23	54	2	12	1129	259	9	7	19	355	161	7	8	8	161	56	1	0	0	0	0	0	1	5	0	0	0	0	11	4	11	539	130	3	2	0	1	0	6	7	12	13	0	1	0	46	9	18	0	813	389	2	21	96	0	0	0	0	1	45	100	34	47	3962	1	0	0	32	0	0	0	0	5	-8.14115
332	3842	50	19	53	3	13	1164	253	7	2	12	343	160	5	8	8	173	48	4	0	0	0	0	3	0	1	0	0	0	0	18	8	9	540	133	3	0	0	0	0	5	8	7	9	0	0	0	40	9	19	0	822	378	4	28	105	0	0	0	0	1	44	98	38	52	3962	0	0	0	32	0	0	0	0	5	-41.0815
332.5	3842	61	24	49	2	5	1163	257	6	0	8	347	161	5	9	12	174	53	2	0	0	0	0	1	1	3	0	0	0	0	9	1	17	527	129	2	4	0	0	0	4	12	8	10	0	0	0	39	11	24	0	826	375	3	23	96	0	0	1	0	4	38	97	37	55	3962	0	0	0	32	0	0	0	0	5	127.717
333	3842	54	23	54	4	14	1154	250	12	5	11	358	156	5	9	8	177	57	0	0	0	0	0	3	1	1	0	0	0	1	12	3	8	542	125	3	1	0	0	0	7	6	9	12	0	0	0	37	9	17	0	836	363	5	21	99	1	0	3	0	3	40	95	43	51	3962	0	0	0	31	1	0	0	0	5	-84.3398
333.5	3843	60	28	54	3	7	1146	263	5	3	12	361	141	8	8	5	183	62	0	0	0	0	0	1	0	1	0	0	0	0	14	6	12	550	127	4	0	0	0	0	8	2	11	7	0	0	0	33	7	19	0	832	366	6	18	106	0	0	3	0	3	41	99	37	54	3963	0	0	0	32	0	0	0	0	4	102.155
334	3843	54	24	46	1	11	1128	269	8	3	7	370	138	6	8	8	176	62	2	0	0	0	0	2	1	5	0	0	0	0	14	5	17	532	126	4	3	1	0	0	7	6	9	12	0	0	0	38	17	15	0	838	359	6	25	93	0	0	2	0	2	32	96	46	56	3964	0	0	0	32	0	0	0	1	3	-4.13718
334.5	3843	52	27	40	2	13	1094	275	6	2	9	369	145	2	8	2	190	59	1	0	0	0	0	6	1	1	0	0	0	0	15	2	14	556	120	4	4	0	0	0	3	8	11	8	0	1	0	45	20	18	0	834	365	5	23	102	1	0	1	0	1	41	102	33	60	3963	0	0	0	32	0	0	0	0	4	-45.8209
335	3843	46	23	46	5	16	1113	270	12	3	8	348	132	4	8	7	195	68	2	0	0	0	0	3	4	5	0	0	0	0	17	4	10	558	117	4	2	0	0	0	3	5	11	16	0	0	0	41	13	16	0	829	371	4	24	91	0	0	2	0	2	43	104	30	59	3963	0	0	0	32	0	0	0	0	4	-140.525
335.5	3844	66	31	38	5	15	1111	273	4	4	13	355	140	2	7	6	195	67	0	0	0	0	0	3	2	3	0	0	0	0	14	7	12	562	122	0	0	0	0	0	4	4	10	14	0	0	0	34	13	18	0	835	363	6	25	99	0	0	3	0	1	42	104	30	54	3965	1	0	0	32	0	0	0	0	2	-107.673
336	3844	59	26	41	4	14	1108	266	4	6	10	366	133	1	7	9	199	68	1	0	0	0	0	0	3	2	0	0	0	0	14	5	12	562	122	4	2	0	0	0	1	6	9	6	0	0	0	42	15	16	0	843	358	3	23	104	0	0	2	0	3	44	108	25	60	3965	1	0	0	32	0	0	0	0	2	-69.0416
336.5	3844	59	26	44	1	6	1113	261	8	4	13	374	134	7	8	3	201	54	1	0	0	0	0	6	7	5	0	1	0	0	7	4	6	562	118	3	2	0	0	0	5	7	14	10	0	0	0	39	11	11	0	845	351	8	22	99	0	0	0	0	2	51	106	28	53	3964	0	0	0	32	0	0	0	0	3	124.937
337	3844	61	29	42	3	15	1114	254	7	6	14	353	127	9	8	6	207	66	1	0	0	0	0	2	2	4	0	0	0	0	12	7	12	559	128	1	3	0	0	0	8	10	14	11	0	0	0	31	7	16	0	834	363	7	19	100	0	0	0	0	1	37	103	37	50	3964	0	0	0	32	0	0	0	0	3	-128.479
337.5	3845	57	16	47	4	8	1106	252	12	3	13	358	135	4	7	7	211	59	1	0	0	0	0	4	2	5	0	0	0	0	11	7	9	559	125	0	4	0	0	0	6	6	11	11	0	0	0	36	18	17	0	832	366	6	27	97	0	0	2	0	0	42	103	35	50	3965	0	0	0	32	0	0	0	0	2	81.7796
338	3846	51	19	53	4	5	1100	239	11	5	11	360	117	5	6	14	226	58	2	0	0	0	0	4	3	3	0	1	0	0	12	4	8	572	134	2	3	0	0	0	7	2	6	10	0	0	0	41	15	18	0	838	361	4	25	97	0	0	3	0	1	38	100	44	44	3964	0	0	0	30	1	0	1	0	4	138.404
338.5	3847	53	13	58	1	9	1101	232	7	5	6	365	128	5	6	4	228	60	1	0	0	0	0	1	2	4	0	0	0	0	11	3	16	564	139	1	1	0	0	0	6	5	13	9	0	0	0	44	18	14	0	846	355	3	25	104	0	0	0	0	1	40	108	29	63	3964	0	0	0	31	0	0	0	0	4	50.3386
339	3847	56	23	55	3	12	1089	227	8	4	10	377	135	3	7	6	234	47	1	0	0	0	0	7	0	1	0	0	0	0	8	3	12	570	137	2	2	0	0	0	7	6	18	10	0	1	0	45	10	12	0	842	356	6	18	101	0	0	2	0	2	35	104	39	50	3964	0	0	0	31	0	0	0	0	4	-33.2575
339.5	3847	52	17	53	3	11	1087	235	4	3	9	378	125	4	7	5	226	54	3	0	0	0	0	1	3	3	0	0	0	0	20	1	10	577	129	2	3	0	0	0	2	4	14	15	0	0	0	40	19	16	0	844	357	3	18	89	0	0	2	0	5	39	107	34	63	3964	0	0	0	30	1	0	0	0	4	2.55965
340	3848	57	19	56	2	10	1118	225	13	4	8	377	129	4	7	5	229	57	2	0	0	0	0	4	0	2	0	0	0	0	12	3	11	577	113	4	2	0	0	0	8	8	8	9	0	0	0	34	12	14	0	840	358	6	24	100	0	0	5	0	0	35	104	41	55	3966	1	0	0	29	2	0	0	0	2	24.5211
340.5	3848	53	17	57	3	13	1101	225	6	1	8	381	127	8	7	5	243	54	1	0	1	0	0	3	0	2	0	0	0	0	6	2	9	569	120	5	1	0	1	0	5	6	8	10	1	1	0	47	15	20	0	837	364	3	21	96	0	0	2	0	4	36	107	38	59	3965	0	0	0	31	0	0	0	0	3	-65.4393
341	3848	61	16	53	3	8	1108	223	5	2	6	392	133	6	6	4	227	53	2	0	0	0	0	3	4	3	0	0	0	0	10	4	13	569	119	2	3	0	0	0	7	8	16	6	0	1	0	38	12	14	0	837	364	3	23	101	1	0	1	0	2	34	107	37	60	3966	1	0	0	31	0	0	0	0	2	67.2421
341.5	3848	59	21	50	5	12	1111	207	4	5	16	392	136	6	3	7	222	58	1	0	0	0	0	2	2	3	0	0	0	0	10	7	9	564	133	1	4	0	0	0	2	6	12	8	0	1	0	41	9	17	0	834	367	3	19	98	0	0	1	0	4	35	106	42	53	3966	1	0	0	30	1	0	0	0	2	-35.977
342	3848	57	24	49	1	8	1108	214	8	6	11	379	133	3	4	6	223	58	1	0	0	0	0	3	5	5	0	0	0	0	21	3	16	567	118	6	4	0	0	0	7	6	14	9	0	1	0	31	12	17	0	836	364	4	15	100	0	0	0	0	0	34	108	37	53	3965	0	0	0	31	0	0	0	0	3	65.8945
342.5	3849	60	25	52	2	9	1101	220	7	6	13	372	127	3	5	3	227	62	3	0	0	0	0	4	4	9	0	0	0	0	13	6	16	580	119	2	1	0	0	0	8	4	12	8	0	0	0	37	7	20	0	839	361	4	18	97	0	0	2	0	0	32	112	33	52	3966	0	0	0	31	0	0	0	0	2	35.2063
343	3850	62	25	52	1	9	1132	231	8	4	9	369	130	3	5	3	229	68	0	0	0	0	0	4	2	5	0	0	0	1	13	3	13	561	110	2	1	0	0	0	4	5	11	12	0	0	0	34	12	15	0	849	350	5	24	97	0	0	4	0	1	36	112	32	60	3967	0	0	0	31	0	0	0	0	1	42.5405
343.5	3850	58	23	43	6	10	1127	233	8	3	11	362	124	6	5	6	229	67	2	0	0	0	0	3	4	4	0	0	0	0	18	5	11	564	105	2	4	0	0	0	4	5	14	14	1	0	0	30	14	14	0	842	358	4	20	86	1	0	4	0	4	35	115	28	56	3967	0	0	0	30	1	0	0	0	1	15.0123
344	3850	54	26	51	3	5	1129	225	8	5	14	374	133	5	5	5	228	64	1	0	0	0	0	2	4	5	0	0	0	1	13	1	9	570	98	4	2	0	0	0	6	4	12	10	0	1	0	40	11	10	0	836	362	6	23	94	3	0	2	0	2	34	112	36	53	3967	0	0	0	31	0	0	0	0	1	119.065
344.5	3850	63	21	58	4	9	1114	218	7	4	9	399	134	0	5	5	218	63	2	0	0	0	0	4	3	5	0	0	0	0	8	6	10	574	106	2	2	0	0	0	5	4	9	15	1	1	0	42	4	20	0	837	360	7	18	91	2	0	0	0	1	33	116	32	57	3967	0	0	0	30	1	0	0	0	1	36.7836
345	3850	62	19	57	3	15	1101	207	10	2	13	411	134	2	4	5	226	62	1	0	0	0	0	2	3	3	1	0	0	0	13	2	13	586	103	5	3	0	0	0	6	5	6	9	1	0	0	33	11	16	0	842	358	4	28	98	1	0	2	0	1	31	115	34	54	3967	0	0	0	31	0	0	0	0	1	-149.202
345.5	3850	62	11	55	5	12	1072	227	5	2	11	430	127	4	4	6	226	59	0	0	0	0	0	5	2	7	0	0	0	0	14	8	9	576	96	3	2	0	0	0	4	11	6	13	1	0	0	35	8	26	0	843	356	5	19	94	1	0	1	0	1	30	111	41	54	3967	0	0	0	31	0	0	0	0	1	-48.5493
346	3850	69	24	48	3	2	1085	219	9	4	10	433	135	3	4	10	229	56	0	0	0	0	0	2	3	6	0	1	0	0	7	5	16	567	96	1	3	0	0	0	6	6	14	12	0	0	0	32	11	14	0	845	356	3	25	94	2	0	1	0	1	32	115	30	52	3967	0	0	0	31	0	0	0	0	1	133.07
346.5	3850	51	23	42	3	11	1074	229	5	3	10	435	135	3	4	6	227	61	1	0	0	0	0	2	3	4	0	0	0	0	13	8	6	562	92	1	2	0	0	0	6	6	11	8	0	1	0	48	15	18	0	848	353	3	26	102	1	0	1	0	0	40	118	29	56	3967	0	0	0	31	0	0	0	0	1	-1.81504
347	3850	54	20	54	2	13	1075	232	7	1	13	438	129	4	4	5	224	67	0	0	0	0	0	1	3	3	0	0	0	0	12	4	14	551	90	2	2	0	0	0	6	5	19	16	0	0	0	43	12	17	0	853	349	2	19	94	1	0	2	0	2	30	115	35	55	3967	0	0	0	31	0	0	0	0	1	-81.4986
347.5	3850	48	16	52	2	20	1085	223	9	4	9	425	124	6	4	4	225	62	0	0	0	0	0	6	2	4	0	0	0	0	16	4	15	561	103	1	0	0	0	0	4	7	8	12	0	0	0	41	17	18	0	856	344	4	25	101	0	0	1	0	2	26	113	40	57	3967	0	0	0	31	0	0	0	0	1	-401.6
348	3850	60	26	51	2	15	1112	213	6	5	16	429	124	2	5	6	227	62	0	0	0	0	0	5	1	5	0	0	0	0	15	2	12	552	112	2	1	0	0	0	4	8	6	7	0	0	0	37	10	13	0	852	349	3	30	103	1	0	1	0	2	33	120	28	49	3967	0	0	0	30	1	0	0	0	1	-141.091
348.5	3850	58	25	49	1	13	1102	224	4	4	10	423	119	1	4	3	231	67	2	0	0	0	0	2	2	6	0	0	0	0	19	4	15	540	109	2	3	0	0	0	4	7	11	14	0	0	0	38	12	17	0	851	349	4	23	90	1	0	3	0	1	32	119	29	61	3968	1	0	0	31	0	0	0	0	0	-76.4377
349	3850	51	21	51	2	9	1123	211	6	4	10	407	131	4	3	5	229	60	1	0	0	0	0	3	2	6	0	0	0	0	18	6	12	546	111	1	1	0	0	0	7	5	14	8	0	0	0	41	13	11	0	858	342	4	26	101	1	0	1	0	1	29	112	42	55	3967	0	0	0	30	1	0	0	0	1	36.1366
349.5	3850	58	21	57	3	16	1120	217	7	2	10	413	133	0	2	9	229	63	3	0	0	0	0	1	2	7	0	1	0	0	16	2	15	551	102	2	2	0	0	0	6	8	8	11	1	0	0	39	7	10	0	848	343	13	26	93	0	0	1	0	1	26	119	35	54	3967	0	0	0	31	0	0	0	0	1	-206.884
350	3850	52	16	58	2	8	1098	212	12	1	8	427	133	3	2	7	225	64	2	0	0	0	0	2	2	5	0	0	0	0	15	2	13	564	98	8	2	0	0	0	5	8	11	5	2	0	0	38	12	13	0	855	342	7	18	101	0	0	0	0	3	33	122	28	58	3967	0	0	0	30	1	0	0	0	1	50.4802
350.5	3850	49	22	55	2	8	1101	195	10	4	10	423	130	2	2	8	222	62	1	0	0	0	0	3	1	6	0	0	0	0	21	9	8	564	116	3	4	0	0	0	5	2	13	11	0	0	0	38	9	16	0	852	350	2	22	94	1	0	1	0	2	39	123	26	54	3967	0	0	0	31	0	0	0	0	1	61.2608
351	3850	52	26	53	2	12	1102	207	5	2	7	424	131	6	2	10	236	55	1	0	1	0	0	5	3	1	0	0	0	0	15	5	11	550	117	1	2	0	0	0	5	3	15	9	0	0	0	42	8	18	0	849	349	6	18	103	0	0	1	0	2	30	119	36	53	3967	0	0	0	31	0	0	0	0	1	-54.0262
351.5	3850	57	26	46	2	5	1094	197	3	3	7	424	133	8	2	9	241	59	0	0	0	0	0	1	3	5	0	0	0	0	12	1	13	559	120	3	0	0	0	0	4	5	8	6	0	1	0	40	17	21	0	850	348	6	21	107	0	0	1	0	0	32	121	30	59	3967	0	0	0	31	0	0	0	0	1	101.286
352	3850	47	25	52	4	16	1115	187	12	3	7	420	133	6	2	8	236	60	1	0	0	0	0	1	5	5	0	0	0	0	19	4	10	553	109	0	4	0	0	0	7	4	12	12	0	0	0	36	6	22	0	839	359	6	19	96	0	0	2	0	0	28	124	32	57	3967	0	0	0	31	0	0	0	0	1	-203.258
352.5	3850	62	26	52	1	8	1105	181	2	2	10	449	145	3	1	4	226	53	1	0	0	0	0	2	1	2	0	1	0	1	11	2	11	559	115	1	0	0	0	0	6	2	12	14	0	0	0	42	16	19	0	832	367	5	19	96	0	0	2	0	4	29	121	36	58	3967	0	0	0	31	0	0	0	0	1	50.3704
353	3850	55	18	55	2	10	1115	173	6	4	14	441	141	2	1	5	221	53	2	0	0	0	0	2	2	7	0	0	0	0	18	9	19	544	115	3	2	0	0	0	6	5	12	9	0	0	0	39	9	20	0	839	359	6	15	97	0	0	1	0	2	26	123	29	53	3967	0	0	0	31	0	0	0	0	1	-8.08049
353.5	3850	57	16	56	5	4	1107	179	7	5	6	469	136	8	1	6	220	50	3	0	0	0	0	3	3	2	0	0	0	0	13	6	11	563	106	6	0	0	0	0	5	8	9	7	0	0	0	35	6	19	0	837	363	4	17	104	0	0	2	0	2	33	120	30	60	3967	0	0	0	31	0	0	0	0	1	115.585
354	3850	39	21	55	5	16	1096	181	6	3	6	472	134	4	1	6	227	49	0	0	0	0	0	3	1	4	0	0	0	0	20	6	6	559	109	3	0	0	0	0	3	5	9	13	0	0	0	51	7	15	0	844	354	6	22	98	0	0	1	0	4	32	119	37	62	3967	0	0	0	31	0	0	0	0	1	-199.381
354.5	3850	57	25	57	3	9	1081	179	3	1	10	487	137	4	1	6	227	44	3	0	0	0	0	3	0	5	0	0	0	1	11	1	10	571	105	1	0	0	0	0	3	6	16	13	0	0	0	45	8	17	0	843	358	3	23	98	0	0	0	0	1	27	115	43	58	3967	0	0	0	31	0	0	0	0	1	30.4683
355	3850	56	22	51	5	5	1088	179	6	5	13	471	133	6	1	11	231	44	1	0	0	0	0	5	4	1	0	1	0	0	10	3	13	573	95	1	3	0	0	0	3	7	9	11	0	0	0	42	8	21	0	841	359	4	19	98	0	0	2	0	3	27	117	37	48	3967	0	0	0	31	0	0	0	0	1	102.955
355.5	3850	57	22	54	0	9	1096	189	3	3	11	450	138	4	2	6	239	46	0	0	0	0	0	1	1	1	0	0	0	0	16	9	17	572	99	2	0	0	0	0	3	5	12	10	0	2	0	40	9	13	0	834	362	8	21	102	0	0	2	0	3	25	119	37	59	3967	0	0	0	31	0	0	0	0	1	20.7042
356	3850	54	21	48	4	4	1075	187	6	4	9	470	133	4	2	4	234	48	2	0	0	0	0	3	2	8	0	0	0	0	16	3	10	582	90	3	1	0	0	0	4	7	9	10	0	0	0	40	15	18	0	826	374	4	23	95	0	0	3	0	1	28	116	40	60	3967	0	0	0	31	0	0	0	0	1	123.301
356.5	3850	58	23	56	0	13	1069	190	5	3	5	486	125	6	2	6	236	49	1	0	0	0	0	2	4	5	0	0	0	0	10	5	19	582	91	5	1	0	0	0	5	3	9	4	0	1	0	41	9	20	0	829	367	8	15	107	0	0	1	0	0	24	127	28	62	3967	0	0	0	29	2	0	0	0	1	-100.162
357	3850	58	27	54	2	9	1061	182	6	3	14	495	125	5	2	5	246	53	0	0	0	0	0	2	3	2	0	0	0	0	12	2	13	573	91	1	3	0	0	0	5	2	10	14	0	0	0	39	10	20	0	837	364	3	22	97	0	0	2	0	2	27	123	33	54	3967	0	0	0	30	1	0	0	0	1	20.2927
357.5	3850	65	17	59	2	9	1082	171	5	2	12	495	126	2	2	4	239	57	3	0	0	0	0	2	4	5	0	0	0	0	16	6	14	562	94	2	0	0	0	0	8	2	11	16	0	1	0	32	10	14	0	828	372	4	24	89	0	0	1	0	5	28	126	28	54	3967	0	0	0	31	0	0	0	0	1	17.6799
358	3850	57	17	60	3	9	1085	169	10	2	10	503	126	2	2	10	244	50	3	0	0	0	0	0	2	2	0	1	0	0	14	5	16	555	92	2	3	0	0	0	4	4	9	9	0	1	0	37	9	18	0	831	368	5	26	100	0	0	1	0	0	20	124	35	56	3967	0	0	0	31	0	0	0	0	1	7.15982
358.5	3850	61	12	70	2	13	1075	169	4	3	14	517	129	1	3	2	250	56	2	0	0	0	0	2	2	8	0	1	0	0	15	1	12	538	88	1	2	0	0	0	7	6	16	17	0	1	0	39	7	11	0	827	372	5	24	86	0	0	1	0	2	22	129	32	55	3967	0	0	0	31	0	0	0	0	1	-109.12
359	3850	49	16	70	2	11	1099	155	8	0	10	500	113	7	3	10	266	63	1	0	0	0	0	0	2	9	0	0	0	1	18	2	16	535	88	0	0	0	0	0	4	4	14	13	0	1	0	38	4	15	0	825	373	6	21	88	0	0	3	0	5	18	131	29	56	3967	0	0	0	30	1	0	0	0	1	-55.4459
359.5	3850	53	17	59	7	11	1100	156	6	5	7	503	118	3	3	7	268	58	1	0	0	0	0	0	1	8	0	0	0	0	18	3	12	544	77	3	2	0	0	0	4	7	12	6	0	1	0	40	6	20	0	837	364	3	17	100	0	0	0	0	2	16	131	31	62	3967	0	0	0	31	0	0	0	0	1	-59.4826
360	3850	61	14	62	2	13	1066	165	5	0	9	503	117	8	3	5	272	63	0	0	0	0	0	2	3	6	0	0	0	0	10	6	15	558	86	1	0	0	0	0	4	4	12	9	0	0	0	36	9	22	0	842	358	4	21	103	0	0	0	0	2	20	137	23	60	3968	1	0	0	31	0	0	0	0	0	-113.481
360.5	3850	44	15	60	2	7	1042	157	7	1	18	514	119	6	2	4	265	60	2	0	0	0	0	4	3	6	0	0	0	0	24	3	12	560	89	3	1	0	0	0	1	8	9	11	0	0	0	39	9	20	0	841	361	2	26	98	0	0	2	0	0	28	137	19	53	3967	0	0	0	30	1	0	0	0	1	44.4994
361	3850	62	11	63	1	12	1061	172	7	0	2	527	114	6	2	4	278	61	0	0	0	0	0	4	0	2	0	0	0	0	13	8	10	549	88	4	1	0	0	0	6	8	13	8	0	1	0	32	9	9	0	828	369	7	25	103	0	0	1	0	4	23	131	33	64	3967	0	0	0	31	0	0	0	0	1	-76.4086
361.5	3850	50	16	55	6	2	1036	174	4	5	4	529	114	4	2	3	281	62	0	0	0	0	0	1	3	6	0	0	0	0	20	6	7	549	85	3	0	0	0	0	4	5	10	10	0	3	0	42	9	18	0	829	373	2	23	97	0	0	3	0	1	25	131	29	68	3967	0	0	0	31	0	0	0	0	1	114.78
362	3850	48	13	63	1	11	1044	158	10	6	10	525	116	6	2	8	288	58	1	0	0	0	0	3	2	2	0	1	0	0	16	4	8	536	88	2	1	0	1	0	4	2	17	9	0	0	0	40	15	16	0	836	365	3	14	96	2	0	3	0	4	23	133	33	55	3967	0	0	0	31	0	0	0	0	1	-44.8172
362.5	3850	58	17	57	2	10	1069	156	4	2	16	530	133	2	1	2	261	60	1	0	0	0	0	2	2	9	0	0	0	0	17	6	17	519	83	2	3	0	0	0	5	6	12	13	0	1	0	39	10	16	0	842	358	4	23	85	2	0	4	0	2	17	135	28	55	3967	0	0	0	30	1	0	0	0	1	-31.0139
363	3850	48	18	55	5	12	1069	157	3	1	2	520	128	5	1	9	271	58	0	0	0	0	0	1	4	4	0	1	0	0	25	6	11	533	88	3	1	1	0	0	4	1	7	12	0	0	0	39	11	23	0	832	365	7	19	99	0	0	0	0	2	19	134	30	64	3967	0	0	0	31	0	0	0	0	1	-85.6239
363.5	3850	58	12	54	3	9	1080	157	9	5	2	537	128	4	0	9	271	55	1	0	0	0	0	2	4	6	0	0	0	0	11	6	13	519	78	4	1	0	0	0	4	5	7	7	0	0	0	38	16	20	0	839	361	4	22	103	0	0	2	0	0	23	134	27	63	3967	0	0	0	31	0	0	0	0	1	3.40162
364	3850	57	20	53	1	11	1072	159	7	2	9	544	120	5	1	7	272	60	1	0	0	0	0	5	1	6	0	0	0	0	20	6	8	511	90	0	1	0	0	0	4	6	12	8	0	1	0	31	13	17	0	831	368	5	23	99	0	0	1	0	3	27	134	29	55	3967	0	0	0	31	0	0	0	0	1	-39.4807
364.5	3850	58	20	50	3	4	1043	163	4	4	10	553	131	2	0	3	259	62	1	0	1	0	0	4	2	7	0	0	0	0	17	7	15	529	86	1	0	0	0	0	1	3	9	8	0	1	0	39	15	19	0	831	371	2	25	98	0	0	2	0	2	23	135	24	62	3967	0	0	0	31	0	0	0	0	1	83.8576
365	3850	62	22	51	3	5	1056	161	4	2	7	555	126	9	0	6	274	63	0	0	0	0	0	4	3	6	0	0	0	0	16	5	6	523	83	2	2	0	0	0	6	9	11	6	0	0	0	29	7	18	0	828	373	3	25	104	0	0	1	0	1	28	135	28	57	3967	0	0	0	31	0	0	0	0	1	88.1876
365.5	3850	57	16	59	3	6	1030	163	5	3	7	548	123	1	0	7	274	67	2	0	0	0	0	4	5	2	0	0	0	0	20	7	14	545	85	2	2	0	0	0	6	3	5	6	0	0	0	37	7	19	0	830	368	6	26	107	0	0	1	0	0	17	135	31	56	3967	0	0	0	30	1	0	0	0	1	55.3748
366	3850	64	13	66	2	2	1029	167	4	0	7	562	134	4	0	2	276	60	0	0	0	0	0	2	3	6	0	0	0	0	17	4	8	541	85	1	3	0	0	0	4	4	11	9	0	0	0	31	8	17	0	832	366	6	24	97	0	0	2	0	3	25	135	30	65	3967	0	0	0	31	0	0	0	0	1	116.626
366.5	3850	56	15	68	1	10	1030	162	4	6	7	548	119	5	0	10	289	62	0	0	0	0	0	3	2	7	0	0	0	0	16	2	16	533	85	0	2	0	0	0	3	4	11	9	0	0	0	39	8	17	0	828	367	9	15	99	0	0	0	0	3	15	137	31	57	3967	0	0	0	30	1	0	0	0	1	-37.1134
367	3851	53	16	67	2	8	1043	151	5	1	11	534	133	5	0	5	298	60	2	0	0	0	0	1	0	5	0	0	0	0	24	2	14	525	87	1	1	0	0	0	4	7	19	9	0	1	0	33	6	12	0	825	374	5	21	97	1	0	1	0	3	21	138	25	59	3968	0	0	0	31	0	0	0	0	0	19.0175
367.5	3851	55	12	70	2	10	1022	134	6	2	10	551	127	4	0	4	304	60	0	0	0	0	0	4	2	6	0	0	0	0	17	6	9	550	90	0	3	0	1	0	1	1	10	10	1	0	0	38	7	19	0	825	375	4	24	97	0	0	1	0	1	26	136	27	61	3968	0	0	0	29	2	0	0	0	0	-15.9408
