Time	CDK5(a!1), D(s!1, thr34~u, ser137~p, thr75~u).ParticleNumber	CDK5(a!1), D(s!1, thr34~u, ser137~u, thr75~u).ParticleNumber	CDK5(a).ParticleNumber	CK1(pSite~p).ParticleNumber	CK1(pSite~u).ParticleNumber	Ca2+(a!1), CK1(pSite~p!2), PP2B(ca1!1, ca2!3, ca3!4, ca4!5, state~a!2), Ca2+(a!5), Ca2+(a!4), Ca2+(a!3).ParticleNumber	Ca2+(a!1), D(s!2, thr34~u, ser137~p, thr75~p), PP2A(ca!1, pSite~u!2).ParticleNumber	Ca2+(a!1), D(s!2, thr34~u, ser137~u, thr75~p), PP2A(ca!1, pSite~u!2).ParticleNumber	Ca2+(a!1), PP2A(ca!1, pSite~u).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2!1, ca3, ca4, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2!3, ca3!4, ca4!1, state~a), Ca2+(a!4), Ca2+(a!3), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2, ca3!1, ca4, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2, ca3, ca4!1, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1, ca2!2, ca3!1, ca4, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1, ca2!2, ca3, ca4!1, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1, ca2, ca3!2, ca4!1, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a).ParticleNumber	D(s!1, thr34~u, ser137~p, thr75~p), PP2A(ca, pSite~u!1).ParticleNumber	D(s!1, thr34~u, ser137~p, thr75~p), PP2C(a!1).ParticleNumber	D(s!1, thr34~u, ser137~p, thr75~u), PP2C(a!1).ParticleNumber	D(s!1, thr34~u, ser137~u, thr75~p), CK1(pSite~u!1).ParticleNumber	D(s!1, thr34~u, ser137~u, thr75~p), PP2A(ca, pSite~u!1).ParticleNumber	D(s!1, thr34~u, ser137~u, thr75~u), CK1(pSite~u!1).ParticleNumber	D(s, thr34~u, ser137~p, thr75~p).ParticleNumber	D(s, thr34~u, ser137~p, thr75~u).ParticleNumber	D(s, thr34~u, ser137~u, thr75~p).ParticleNumber	D(s, thr34~u, ser137~u, thr75~u).ParticleNumber	PDE(pSite~u).ParticleNumber	PP2A(ca, pSite~u).ParticleNumber	PP2B(ca1, ca2, ca3, ca4, state~i).ParticleNumber	PP2C(a).ParticleNumber	R2C2(camp1, camp2, camp3, camp4, pka1~off, pka2~off).ParticleNumber
129	2.70214e+24	3.60356e+25	3.3528e+25	4.7126e+25	5.28513e+24	8.81242e+23	4.16603e+21	5.55577e+22	1.51052e+23	1.05657e+25	6.78155e+24	1.05657e+25	1.05657e+25	1.05657e+25	1.05657e+25	1.05657e+25	5.30465e+24	8.06486e+23	2.46081e+24	4.4538e+24	2.46595e+24	1.07551e+25	4.46312e+24	4.32565e+25	7.82897e+25	5.76851e+26	1.04404e+27	7.25066e+26	6.04934e+25	4.93861e+25	4.12625e+25	2.40886e+27
129.5	2.70258e+24	3.60351e+25	3.3528e+25	4.71248e+25	5.28566e+24	8.81322e+23	4.1669e+21	5.55594e+22	1.51058e+23	1.0566e+25	6.78234e+24	1.0566e+25	1.0566e+25	1.0566e+25	1.0566e+25	1.0566e+25	5.30488e+24	8.06618e+23	2.46115e+24	4.45442e+24	2.46616e+24	1.07549e+25	4.46351e+24	4.32636e+25	7.83025e+25	5.76843e+26	1.04403e+27	7.25066e+26	6.04934e+25	4.93833e+25	4.12616e+25	2.40886e+27
130	2.70301e+24	3.60347e+25	3.3528e+25	4.71236e+25	5.28618e+24	8.81399e+23	4.16775e+21	5.55612e+22	1.51065e+23	1.05663e+25	6.78311e+24	1.05663e+25	1.05663e+25	1.05663e+25	1.05663e+25	1.05663e+25	5.30509e+24	8.06747e+23	2.46149e+24	4.45503e+24	2.46638e+24	1.07548e+25	4.46389e+24	4.32705e+25	7.83149e+25	5.76836e+26	1.04402e+27	7.25066e+26	6.04934e+25	4.93806e+25	4.12606e+25	2.40886e+27
130.5	2.70344e+24	3.60342e+25	3.3528e+25	4.71224e+25	5.28669e+24	8.81475e+23	4.16858e+21	5.55628e+22	1.51071e+23	1.05666e+25	6.78386e+24	1.05666e+25	1.05666e+25	1.05666e+25	1.05666e+25	1.05666e+25	5.30531e+24	8.06872e+23	2.46182e+24	4.45563e+24	2.46658e+24	1.07547e+25	4.46427e+24	4.32772e+25	7.83271e+25	5.76829e+26	1.044e+27	7.25066e+26	6.04934e+25	4.93779e+25	4.12597e+25	2.40886e+27
131	2.70385e+24	3.60338e+25	3.35281e+25	4.71212e+25	5.28719e+24	8.81549e+23	4.16939e+21	5.55645e+22	1.51078e+23	1.05669e+25	6.78459e+24	1.05669e+25	1.05669e+25	1.05669e+25	1.05669e+25	1.05669e+25	5.30552e+24	8.06995e+23	2.46214e+24	4.4562e+24	2.46679e+24	1.07545e+25	4.46463e+24	4.32838e+25	7.8339e+25	5.76822e+26	1.04399e+27	7.25066e+26	6.04934e+25	4.93753e+25	4.12588e+25	2.40886e+27
131.5	2.70425e+24	3.60334e+25	3.35281e+25	4.71201e+25	5.28767e+24	8.8162e+23	4.17018e+21	5.55661e+22	1.51084e+23	1.05672e+25	6.7853e+24	1.05672e+25	1.05672e+25	1.05672e+25	1.05672e+25	1.05672e+25	5.30572e+24	8.07115e+23	2.46245e+24	4.45677e+24	2.46699e+24	1.07544e+25	4.46499e+24	4.32902e+25	7.83505e+25	5.76815e+26	1.04398e+27	7.25066e+26	6.04934e+25	4.93728e+25	4.12579e+25	2.40886e+27
132	2.70464e+24	3.6033e+25	3.35281e+25	4.71191e+25	5.28815e+24	8.81691e+23	4.17094e+21	5.55676e+22	1.5109e+23	1.05675e+25	6.78599e+24	1.05675e+25	1.05675e+25	1.05675e+25	1.05675e+25	1.05675e+25	5.30592e+24	8.07231e+23	2.46276e+24	4.45732e+24	2.46718e+24	1.07543e+25	4.46534e+24	4.32965e+25	7.83618e+25	5.76809e+26	1.04396e+27	7.25066e+26	6.04934e+25	4.93704e+25	4.1257e+25	2.40886e+27
132.5	2.70503e+24	3.60326e+25	3.35281e+25	4.7118e+25	5.28861e+24	8.81759e+23	4.17169e+21	5.55691e+22	1.51095e+23	1.05677e+25	6.78667e+24	1.05677e+25	1.05677e+25	1.05677e+25	1.05677e+25	1.05677e+25	5.30611e+24	8.07345e+23	2.46306e+24	4.45786e+24	2.46737e+24	1.07542e+25	4.46567e+24	4.33025e+25	7.83728e+25	5.76802e+26	1.04395e+27	7.25066e+26	6.04933e+25	4.9368e+25	4.12562e+25	2.40886e+27
133	2.7054e+24	3.60322e+25	3.35281e+25	4.7117e+25	5.28905e+24	8.81826e+23	4.17242e+21	5.55706e+22	1.51101e+23	1.0568e+25	6.78733e+24	1.0568e+25	1.0568e+25	1.0568e+25	1.0568e+25	1.0568e+25	5.3063e+24	8.07456e+23	2.46335e+24	4.45838e+24	2.46755e+24	1.0754e+25	4.466e+24	4.33085e+25	7.83835e+25	5.76796e+26	1.04394e+27	7.25066e+26	6.04933e+25	4.93656e+25	4.12554e+25	2.40886e+27
133.5	2.70576e+24	3.60318e+25	3.35281e+25	4.7116e+25	5.28949e+24	8.81891e+23	4.17313e+21	5.5572e+22	1.51107e+23	1.05683e+25	6.78798e+24	1.05683e+25	1.05683e+25	1.05683e+25	1.05683e+25	1.05683e+25	5.30648e+24	8.07564e+23	2.46363e+24	4.45889e+24	2.46773e+24	1.07539e+25	4.46633e+24	4.33143e+25	7.8394e+25	5.7679e+26	1.04393e+27	7.25066e+26	6.04933e+25	4.93633e+25	4.12546e+25	2.40886e+27
134	2.70612e+24	3.60314e+25	3.35281e+25	4.7115e+25	5.28992e+24	8.81954e+23	4.17383e+21	5.55734e+22	1.51112e+23	1.05685e+25	6.7886e+24	1.05685e+25	1.05685e+25	1.05685e+25	1.05685e+25	1.05685e+25	5.30666e+24	8.07669e+23	2.4639e+24	4.45939e+24	2.4679e+24	1.07538e+25	4.46664e+24	4.33199e+25	7.84042e+25	5.76784e+26	1.04392e+27	7.25066e+26	6.04933e+25	4.93611e+25	4.12538e+25	2.40886e+27
134.5	2.70646e+24	3.60311e+25	3.35282e+25	4.7114e+25	5.29033e+24	8.82016e+23	4.17451e+21	5.55748e+22	1.51117e+23	1.05688e+25	6.78922e+24	1.05688e+25	1.05688e+25	1.05688e+25	1.05688e+25	1.05688e+25	5.30684e+24	8.07772e+23	2.46417e+24	4.45988e+24	2.46807e+24	1.07537e+25	4.46695e+24	4.33254e+25	7.84141e+25	5.76778e+26	1.04391e+27	7.25066e+26	6.04933e+25	4.93589e+25	4.12531e+25	2.40886e+27
135	2.7068e+24	3.60307e+25	3.35282e+25	4.71131e+25	5.29074e+24	8.82076e+23	4.17517e+21	5.55761e+22	1.51122e+23	1.0569e+25	6.78981e+24	1.0569e+25	1.0569e+25	1.0569e+25	1.0569e+25	1.0569e+25	5.30701e+24	8.07872e+23	2.46444e+24	4.46035e+24	2.46824e+24	1.07536e+25	4.46724e+24	4.33308e+25	7.84238e+25	5.76772e+26	1.0439e+27	7.25066e+26	6.04933e+25	4.93568e+25	4.12523e+25	2.40886e+27
135.5	2.70713e+24	3.60304e+25	3.35282e+25	4.71122e+25	5.29114e+24	8.82135e+23	4.17581e+21	5.55774e+22	1.51127e+23	1.05693e+25	6.7904e+24	1.05693e+25	1.05693e+25	1.05693e+25	1.05693e+25	1.05693e+25	5.30717e+24	8.0797e+23	2.46469e+24	4.46081e+24	2.4684e+24	1.07535e+25	4.46753e+24	4.3336e+25	7.84333e+25	5.76767e+26	1.04389e+27	7.25066e+26	6.04933e+25	4.93548e+25	4.12516e+25	2.40886e+27
136	2.70745e+24	3.603e+25	3.35282e+25	4.71113e+25	5.29152e+24	8.82192e+23	4.17644e+21	5.55787e+22	1.51132e+23	1.05695e+25	6.79096e+24	1.05695e+25	1.05695e+25	1.05695e+25	1.05695e+25	1.05695e+25	5.30733e+24	8.08066e+23	2.46494e+24	4.46126e+24	2.46856e+24	1.07534e+25	4.46782e+24	4.33411e+25	7.84425e+25	5.76762e+26	1.04388e+27	7.25066e+26	6.04933e+25	4.93528e+25	4.12509e+25	2.40886e+27
136.5	2.70776e+24	3.60297e+25	3.35282e+25	4.71105e+25	5.2919e+24	8.82248e+23	4.17705e+21	5.558e+22	1.51137e+23	1.05697e+25	6.79152e+24	1.05697e+25	1.05697e+25	1.05697e+25	1.05697e+25	1.05697e+25	5.30749e+24	8.08159e+23	2.46518e+24	4.4617e+24	2.46871e+24	1.07533e+25	4.46809e+24	4.33461e+25	7.84515e+25	5.76756e+26	1.04387e+27	7.25066e+26	6.04933e+25	4.93508e+25	4.12502e+25	2.40886e+27
137	2.70807e+24	3.60294e+25	3.35282e+25	4.71096e+25	5.29226e+24	8.82303e+23	4.17765e+21	5.55812e+22	1.51141e+23	1.05699e+25	6.79206e+24	1.05699e+25	1.05699e+25	1.05699e+25	1.05699e+25	1.05699e+25	5.30765e+24	8.08249e+23	2.46542e+24	4.46213e+24	2.46886e+24	1.07532e+25	4.46836e+24	4.3351e+25	7.84603e+25	5.76751e+26	1.04386e+27	7.25066e+26	6.04933e+25	4.93489e+25	4.12496e+25	2.40886e+27
137.5	2.70836e+24	3.60291e+25	3.35282e+25	4.71088e+25	5.29262e+24	8.82356e+23	4.17823e+21	5.55823e+22	1.51146e+23	1.05701e+25	6.79258e+24	1.05701e+25	1.05701e+25	1.05701e+25	1.05701e+25	1.05701e+25	5.3078e+24	8.08338e+23	2.46565e+24	4.46255e+24	2.46901e+24	1.07531e+25	4.46863e+24	4.33557e+25	7.84688e+25	5.76746e+26	1.04385e+27	7.25066e+26	6.04933e+25	4.9347e+25	4.12489e+25	2.40886e+27
138	2.70865e+24	3.60288e+25	3.35283e+25	4.7108e+25	5.29297e+24	8.82407e+23	4.1788e+21	5.55835e+22	1.5115e+23	1.05704e+25	6.7931e+24	1.05704e+25	1.05704e+25	1.05704e+25	1.05704e+25	1.05704e+25	5.30794e+24	8.08424e+23	2.46588e+24	4.46296e+24	2.46915e+24	1.0753e+25	4.46888e+24	4.33603e+25	7.84772e+25	5.76741e+26	1.04384e+27	7.25066e+26	6.04933e+25	4.93452e+25	4.12483e+25	2.40886e+27
138.5	2.70894e+24	3.60285e+25	3.35283e+25	4.71072e+25	5.29331e+24	8.82458e+23	4.17935e+21	5.55846e+22	1.51155e+23	1.05706e+25	6.7936e+24	1.05706e+25	1.05706e+25	1.05706e+25	1.05706e+25	1.05706e+25	5.30808e+24	8.08508e+23	2.4661e+24	4.46335e+24	2.46929e+24	1.07529e+25	4.46913e+24	4.33648e+25	7.84853e+25	5.76737e+26	1.04383e+27	7.25066e+26	6.04933e+25	4.93434e+25	4.12477e+25	2.40886e+27
139	2.70921e+24	3.60282e+25	3.35283e+25	4.71065e+25	5.29364e+24	8.82507e+23	4.17989e+21	5.55857e+22	1.51159e+23	1.05708e+25	6.79409e+24	1.05708e+25	1.05708e+25	1.05708e+25	1.05708e+25	1.05708e+25	5.30822e+24	8.0859e+23	2.46631e+24	4.46374e+24	2.46942e+24	1.07528e+25	4.46938e+24	4.33692e+25	7.84933e+25	5.76732e+26	1.04382e+27	7.25066e+26	6.04933e+25	4.93417e+25	4.12471e+25	2.40886e+27
139.5	2.70948e+24	3.60279e+25	3.35283e+25	4.71057e+25	5.29396e+24	8.82555e+23	4.18042e+21	5.55867e+22	1.51163e+23	1.05709e+25	6.79456e+24	1.05709e+25	1.05709e+25	1.05709e+25	1.05709e+25	1.05709e+25	5.30836e+24	8.0867e+23	2.46652e+24	4.46412e+24	2.46955e+24	1.07528e+25	4.46961e+24	4.33735e+25	7.8501e+25	5.76728e+26	1.04381e+27	7.25066e+26	6.04933e+25	4.934e+25	4.12465e+25	2.40886e+27
140	2.70974e+24	3.60276e+25	3.35283e+25	4.7105e+25	5.29428e+24	8.82602e+23	4.18093e+21	5.55878e+22	1.51167e+23	1.05711e+25	6.79503e+24	1.05711e+25	1.05711e+25	1.05711e+25	1.05711e+25	1.05711e+25	5.30849e+24	8.08748e+23	2.46673e+24	4.46449e+24	2.46968e+24	1.07527e+25	4.46984e+24	4.33777e+25	7.85085e+25	5.76723e+26	1.0438e+27	7.25066e+26	6.04933e+25	4.93384e+25	4.12459e+25	2.40886e+27
140.5	2.71e+24	3.60274e+25	3.35283e+25	4.71043e+25	5.29459e+24	8.82648e+23	4.18143e+21	5.55888e+22	1.51171e+23	1.05713e+25	6.79548e+24	1.05713e+25	1.05713e+25	1.05713e+25	1.05713e+25	1.05713e+25	5.30862e+24	8.08824e+23	2.46693e+24	4.46484e+24	2.46981e+24	1.07526e+25	4.47007e+24	4.33818e+25	7.85159e+25	5.76719e+26	1.0438e+27	7.25066e+26	6.04933e+25	4.93368e+25	4.12454e+25	2.40886e+27
141	2.71025e+24	3.60271e+25	3.35283e+25	4.71036e+25	5.29489e+24	8.82692e+23	4.18192e+21	5.55898e+22	1.51174e+23	1.05715e+25	6.79592e+24	1.05715e+25	1.05715e+25	1.05715e+25	1.05715e+25	1.05715e+25	5.30875e+24	8.08898e+23	2.46712e+24	4.46519e+24	2.46993e+24	1.07525e+25	4.47029e+24	4.33857e+25	7.8523e+25	5.76715e+26	1.04379e+27	7.25066e+26	6.04933e+25	4.93352e+25	4.12448e+25	2.40886e+27
141.5	2.71049e+24	3.60269e+25	3.35283e+25	4.71029e+25	5.29518e+24	8.82736e+23	4.1824e+21	5.55907e+22	1.51178e+23	1.05717e+25	6.79635e+24	1.05717e+25	1.05717e+25	1.05717e+25	1.05717e+25	1.05717e+25	5.30887e+24	8.0897e+23	2.46731e+24	4.46554e+24	2.47005e+24	1.07524e+25	4.4705e+24	4.33896e+25	7.853e+25	5.76711e+26	1.04378e+27	7.25066e+26	6.04933e+25	4.93337e+25	4.12443e+25	2.40886e+27
142	2.71073e+24	3.60266e+25	3.35283e+25	4.71023e+25	5.29546e+24	8.82778e+23	4.18286e+21	5.55917e+22	1.51182e+23	1.05718e+25	6.79677e+24	1.05718e+25	1.05718e+25	1.05718e+25	1.05718e+25	1.05718e+25	5.30899e+24	8.09041e+23	2.46749e+24	4.46587e+24	2.47016e+24	1.07524e+25	4.47071e+24	4.33934e+25	7.85369e+25	5.76707e+26	1.04377e+27	7.25066e+26	6.04933e+25	4.93322e+25	4.12438e+25	2.40886e+27
142.5	2.71096e+24	3.60264e+25	3.35284e+25	4.71017e+25	5.29574e+24	8.82819e+23	4.18331e+21	5.55926e+22	1.51185e+23	1.0572e+25	6.79718e+24	1.0572e+25	1.0572e+25	1.0572e+25	1.0572e+25	1.0572e+25	5.3091e+24	8.09109e+23	2.46767e+24	4.46619e+24	2.47028e+24	1.07523e+25	4.47092e+24	4.33971e+25	7.85435e+25	5.76703e+26	1.04377e+27	7.25066e+26	6.04933e+25	4.93308e+25	4.12433e+25	2.40886e+27
143	2.71118e+24	3.60261e+25	3.35284e+25	4.7101e+25	5.29601e+24	8.82859e+23	4.18376e+21	5.55935e+22	1.51189e+23	1.05722e+25	6.79758e+24	1.05722e+25	1.05722e+25	1.05722e+25	1.05722e+25	1.05722e+25	5.30922e+24	8.09176e+23	2.46785e+24	4.46651e+24	2.47039e+24	1.07522e+25	4.47112e+24	4.34006e+25	7.855e+25	5.76699e+26	1.04376e+27	7.25066e+26	6.04933e+25	4.93294e+25	4.12428e+25	2.40886e+27
143.5	2.7114e+24	3.60259e+25	3.35284e+25	4.71004e+25	5.29627e+24	8.82899e+23	4.18419e+21	5.55943e+22	1.51192e+23	1.05723e+25	6.79796e+24	1.05723e+25	1.05723e+25	1.05723e+25	1.05723e+25	1.05723e+25	5.30933e+24	8.09242e+23	2.46802e+24	4.46682e+24	2.4705e+24	1.07522e+25	4.47131e+24	4.34041e+25	7.85563e+25	5.76695e+26	1.04375e+27	7.25066e+26	6.04933e+25	4.9328e+25	4.12423e+25	2.40886e+27
144	2.71162e+24	3.60257e+25	3.35284e+25	4.70998e+25	5.29653e+24	8.82937e+23	4.18461e+21	5.55952e+22	1.51195e+23	1.05725e+25	6.79834e+24	1.05725e+25	1.05725e+25	1.05725e+25	1.05725e+25	1.05725e+25	5.30944e+24	8.09305e+23	2.46819e+24	4.46712e+24	2.4706e+24	1.07521e+25	4.4715e+24	4.34076e+25	7.85625e+25	5.76692e+26	1.04374e+27	7.25066e+26	6.04933e+25	4.93266e+25	4.12418e+25	2.40886e+27
144.5	2.71183e+24	3.60255e+25	3.35284e+25	4.70993e+25	5.29678e+24	8.82974e+23	4.18502e+21	5.5596e+22	1.51198e+23	1.05726e+25	6.79871e+24	1.05726e+25	1.05726e+25	1.05726e+25	1.05726e+25	1.05726e+25	5.30954e+24	8.09368e+23	2.46835e+24	4.46741e+24	2.4707e+24	1.0752e+25	4.47168e+24	4.34109e+25	7.85685e+25	5.76688e+26	1.04374e+27	7.25066e+26	6.04933e+25	4.93253e+25	4.12414e+25	2.40886e+27
145	2.71203e+24	3.60253e+25	3.35284e+25	4.70987e+25	5.29703e+24	8.8301e+23	4.18541e+21	5.55968e+22	1.51201e+23	1.05728e+25	6.79907e+24	1.05728e+25	1.05728e+25	1.05728e+25	1.05728e+25	1.05728e+25	5.30965e+24	8.09428e+23	2.46851e+24	4.4677e+24	2.4708e+24	1.0752e+25	4.47186e+24	4.34141e+25	7.85743e+25	5.76685e+26	1.04373e+27	7.25066e+26	6.04933e+25	4.93241e+25	4.12409e+25	2.40886e+27
145.5	2.71223e+24	3.60251e+25	3.35284e+25	4.70982e+25	5.29727e+24	8.83046e+23	4.1858e+21	5.55976e+22	1.51204e+23	1.05729e+25	6.79942e+24	1.05729e+25	1.05729e+25	1.05729e+25	1.05729e+25	1.05729e+25	5.30975e+24	8.09487e+23	2.46866e+24	4.46798e+24	2.4709e+24	1.07519e+25	4.47204e+24	4.34173e+25	7.85801e+25	5.76681e+26	1.04373e+27	7.25066e+26	6.04933e+25	4.93228e+25	4.12405e+25	2.40886e+27
146	2.71242e+24	3.60249e+25	3.35284e+25	4.70976e+25	5.2975e+24	8.8308e+23	4.18618e+21	5.55984e+22	1.51207e+23	1.05731e+25	6.79977e+24	1.05731e+25	1.05731e+25	1.05731e+25	1.05731e+25	1.05731e+25	5.30984e+24	8.09545e+23	2.46881e+24	4.46825e+24	2.471e+24	1.07518e+25	4.47221e+24	4.34204e+25	7.85856e+25	5.76678e+26	1.04372e+27	7.25066e+26	6.04933e+25	4.93216e+25	4.12401e+25	2.40886e+27
146.5	2.71261e+24	3.60247e+25	3.35284e+25	4.70971e+25	5.29773e+24	8.83114e+23	4.18655e+21	5.55991e+22	1.5121e+23	1.05732e+25	6.8001e+24	1.05732e+25	1.05732e+25	1.05732e+25	1.05732e+25	1.05732e+25	5.30994e+24	8.09601e+23	2.46896e+24	4.46851e+24	2.47109e+24	1.07518e+25	4.47238e+24	4.34234e+25	7.85911e+25	5.76675e+26	1.04371e+27	7.25066e+26	6.04933e+25	4.93204e+25	4.12397e+25	2.40886e+27
147	2.71279e+24	3.60245e+25	3.35284e+25	4.70966e+25	5.29795e+24	8.83147e+23	4.18691e+21	5.55998e+22	1.51213e+23	1.05733e+25	6.80043e+24	1.05733e+25	1.05733e+25	1.05733e+25	1.05733e+25	1.05733e+25	5.31003e+24	8.09656e+23	2.4691e+24	4.46877e+24	2.47118e+24	1.07517e+25	4.47254e+24	4.34263e+25	7.85964e+25	5.76672e+26	1.04371e+27	7.25066e+26	6.04933e+25	4.93193e+25	4.12393e+25	2.40886e+27
147.5	2.71297e+24	3.60243e+25	3.35284e+25	4.70961e+25	5.29816e+24	8.83179e+23	4.18726e+21	5.56005e+22	1.51216e+23	1.05735e+25	6.80074e+24	1.05735e+25	1.05735e+25	1.05735e+25	1.05735e+25	1.05735e+25	5.31012e+24	8.09709e+23	2.46924e+24	4.46902e+24	2.47127e+24	1.07517e+25	4.4727e+24	4.34292e+25	7.86015e+25	5.76669e+26	1.0437e+27	7.25066e+26	6.04933e+25	4.93181e+25	4.12389e+25	2.40886e+27
148	2.71315e+24	3.60241e+25	3.35284e+25	4.70956e+25	5.29837e+24	8.8321e+23	4.18761e+21	5.56012e+22	1.51218e+23	1.05736e+25	6.80105e+24	1.05736e+25	1.05736e+25	1.05736e+25	1.05736e+25	1.05736e+25	5.31021e+24	8.09761e+23	2.46938e+24	4.46927e+24	2.47135e+24	1.07516e+25	4.47285e+24	4.3432e+25	7.86065e+25	5.76666e+26	1.0437e+27	7.25066e+26	6.04933e+25	4.93171e+25	4.12385e+25	2.40886e+27
148.5	2.71332e+24	3.60239e+25	3.35285e+25	4.70952e+25	5.29858e+24	8.83241e+23	4.18794e+21	5.56019e+22	1.51221e+23	1.05737e+25	6.80135e+24	1.05737e+25	1.05737e+25	1.05737e+25	1.05737e+25	1.05737e+25	5.31029e+24	8.09812e+23	2.46951e+24	4.46951e+24	2.47143e+24	1.07516e+25	4.473e+24	4.34347e+25	7.86115e+25	5.76663e+26	1.04369e+27	7.25066e+26	6.04933e+25	4.9316e+25	4.12381e+25	2.40886e+27
149	2.71349e+24	3.60237e+25	3.35285e+25	4.70947e+25	5.29878e+24	8.8327e+23	4.18827e+21	5.56026e+22	1.51223e+23	1.05738e+25	6.80165e+24	1.05738e+25	1.05738e+25	1.05738e+25	1.05738e+25	1.05738e+25	5.31038e+24	8.09861e+23	2.46964e+24	4.46974e+24	2.47152e+24	1.07515e+25	4.47315e+24	4.34373e+25	7.86162e+25	5.7666e+26	1.04369e+27	7.25066e+26	6.04933e+25	4.93149e+25	4.12377e+25	2.40886e+27
149.5	2.71365e+24	3.60236e+25	3.35285e+25	4.70943e+25	5.29897e+24	8.83299e+23	4.18859e+21	5.56032e+22	1.51226e+23	1.05739e+25	6.80194e+24	1.05739e+25	1.05739e+25	1.05739e+25	1.05739e+25	1.05739e+25	5.31046e+24	8.09909e+23	2.46976e+24	4.46997e+24	2.4716e+24	1.07515e+25	4.47329e+24	4.34399e+25	7.86209e+25	5.76658e+26	1.04368e+27	7.25066e+26	6.04933e+25	4.93139e+25	4.12374e+25	2.40886e+27
150	2.71381e+24	3.60234e+25	3.35285e+25	4.70938e+25	5.29916e+24	8.83327e+23	4.1889e+21	5.56038e+22	1.51228e+23	1.05741e+25	6.80222e+24	1.05741e+25	1.05741e+25	1.05741e+25	1.05741e+25	1.05741e+25	5.31054e+24	8.09956e+23	2.46989e+24	4.47019e+24	2.47167e+24	1.07514e+25	4.47343e+24	4.34424e+25	7.86255e+25	5.76655e+26	1.04368e+27	7.25066e+26	6.04933e+25	4.93129e+25	4.1237e+25	2.40886e+27
150.5	2.71396e+24	3.60232e+25	3.35285e+25	4.70934e+25	5.29935e+24	8.83355e+23	4.1892e+21	5.56044e+22	1.51231e+23	1.05742e+25	6.80249e+24	1.05742e+25	1.05742e+25	1.05742e+25	1.05742e+25	1.05742e+25	5.31062e+24	8.10002e+23	2.47001e+24	4.47041e+24	2.47175e+24	1.07514e+25	4.47357e+24	4.34449e+25	7.86299e+25	5.76652e+26	1.04367e+27	7.25066e+26	6.04933e+25	4.9312e+25	4.12367e+25	2.40886e+27
151	2.71411e+24	3.60231e+25	3.35285e+25	4.7093e+25	5.29953e+24	8.83382e+23	4.18949e+21	5.5605e+22	1.51233e+23	1.05743e+25	6.80275e+24	1.05743e+25	1.05743e+25	1.05743e+25	1.05743e+25	1.05743e+25	5.31069e+24	8.10047e+23	2.47012e+24	4.47062e+24	2.47182e+24	1.07513e+25	4.4737e+24	4.34473e+25	7.86342e+25	5.7665e+26	1.04367e+27	7.25066e+26	6.04933e+25	4.9311e+25	4.12364e+25	2.40886e+27
151.5	2.71426e+24	3.60229e+25	3.35285e+25	4.70926e+25	5.2997e+24	8.83408e+23	4.18978e+21	5.56056e+22	1.51235e+23	1.05744e+25	6.80301e+24	1.05744e+25	1.05744e+25	1.05744e+25	1.05744e+25	1.05744e+25	5.31077e+24	8.10091e+23	2.47024e+24	4.47083e+24	2.47189e+24	1.07513e+25	4.47383e+24	4.34496e+25	7.86384e+25	5.76647e+26	1.04366e+27	7.25066e+26	6.04933e+25	4.93101e+25	4.12361e+25	2.40886e+27
152	2.7144e+24	3.60228e+25	3.35285e+25	4.70922e+25	5.29987e+24	8.83433e+23	4.19006e+21	5.56062e+22	1.51237e+23	1.05745e+25	6.80327e+24	1.05745e+25	1.05745e+25	1.05745e+25	1.05745e+25	1.05745e+25	5.31084e+24	8.10133e+23	2.47035e+24	4.47103e+24	2.47196e+24	1.07512e+25	4.47395e+24	4.34519e+25	7.86426e+25	5.76645e+26	1.04366e+27	7.25066e+26	6.04933e+25	4.93092e+25	4.12357e+25	2.40886e+27
152.5	2.71454e+24	3.60226e+25	3.35285e+25	4.70918e+25	5.30004e+24	8.83458e+23	4.19033e+21	5.56067e+22	1.51239e+23	1.05746e+25	6.80351e+24	1.05746e+25	1.05746e+25	1.05746e+25	1.05746e+25	1.05746e+25	5.31091e+24	8.10175e+23	2.47046e+24	4.47122e+24	2.47203e+24	1.07512e+25	4.47408e+24	4.34541e+25	7.86466e+25	5.76643e+26	1.04365e+27	7.25066e+26	6.04933e+25	4.93084e+25	4.12354e+25	2.40886e+27
