Time	[AMP]	[CDK5]	[CK1P]	[CK1P_PP2B]	[CK1]	[Ca]	[D137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[D34:137]	[D34:137_CDK5]	[D34:137_PP2B]	[D34:137_PP2C]	[D34:75:137]	[D34:75:137_PP2ACa]	[D34:75:137_PP2APCa]	[D34:75:137_PP2AP]	[D34:75:137_PP2A]	[D34:75:137_PP2B]	[D34:75:137_PP2C]	[D34:75]	[D34:75_CK1]	[D34:75_PP2ACa]	[D34:75_PP2APCa]	[D34:75_PP2AP]	[D34:75_PP2A]	[D34:75_PP2B]	[D34]	[D34_CDK5]	[D34_CK1]	[D34_PP2B]	[D75:137]	[D75:137_PKA]	[D75:137_PP2ACa]	[D75:137_PP2APCa]	[D75:137_PP2AP]	[D75:137_PP2A]	[D75:137_PP2C]	[D75]	[D75_CK1]	[D75_PKA]	[D75_PP2ACa]	[D75_PP2APCa]	[D75_PP2AP]	[D75_PP2A]	[D]	[D_CDK5]	[D_CK1]	[D_PKA]	[Empty]	[PDEP]	[PDE]	[PDE_PKA]	[PKA]	[PP2ACa]	[PP2ACa_PKA]	[PP2APCa]	[PP2AP]	[PP2A]	[PP2A_PKA]	[PP2B]	[PP2BinactiveCa2]	[PP2Binactive]	[PP2C]	[R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP]	[cAMP_PDEP]	[cAMP_PDE]	[cAMP_R2C2]
21.5	0	9.24008e-08	1.33551e-07	2.3187e-09	1.28917e-08	1.22923e-08	1.55983e-07	5.36872e-09	0	9.24355e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44792e-08	0	8.13235e-12	0	0	1.58212e-09	5.00486e-09	1.60559e-06	6.05726e-09	0	1.54915e-10	0	0	3.01017e-08	2.96302e-06	1.0223e-07	1.11812e-08	0	0	0	2e-06	0	0	4.06511e-10	0	0	0	1.67747e-07	0	1.73781e-08	3.98648e-08	2.72438e-07	1.18752e-07	6.64e-06	0	0	0	0	0	0	0	0	0
22	0	9.24382e-08	1.33016e-07	2.35081e-09	1.31138e-08	1.23468e-08	1.58593e-07	5.46069e-09	0	9.38058e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.60582e-08	0	8.32406e-12	0	0	1.61139e-09	5.08899e-09	1.60585e-06	6.16334e-09	0	1.55684e-10	0	0	3.01011e-08	2.95807e-06	1.02101e-07	1.13559e-08	0	0	0	2e-06	0	0	4.08447e-10	0	0	0	1.67715e-07	0	1.7689e-08	4.01643e-08	2.71796e-07	1.1853e-07	6.64e-06	0	0	0	0	0	0	0	0	0
22.5	0	9.24726e-08	1.32496e-07	2.3821e-09	1.33301e-08	1.23998e-08	1.61258e-07	5.5545e-09	0	9.52014e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76569e-08	0	8.5181e-12	0	0	1.64106e-09	5.17383e-09	1.6059e-06	6.26588e-09	0	1.56412e-10	0	0	3.00972e-08	2.95327e-06	1.01973e-07	1.15255e-08	0	0	0	2e-06	0	0	4.10331e-10	0	0	0	1.67686e-07	0	1.79941e-08	4.04548e-08	2.71169e-07	1.18306e-07	6.64e-06	0	0	0	0	0	0	0	0	0
23	0	9.25041e-08	1.31992e-07	2.41259e-09	1.35407e-08	1.24514e-08	1.63967e-07	5.6498e-09	0	9.66161e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92703e-08	0	8.71399e-12	0	0	1.67103e-09	5.2591e-09	1.60577e-06	6.36502e-09	0	1.57103e-10	0	0	3.00903e-08	2.94859e-06	1.01846e-07	1.169e-08	0	0	0	2e-06	0	0	4.12164e-10	0	0	0	1.67661e-07	0	1.82936e-08	4.07369e-08	2.70557e-07	1.18079e-07	6.64e-06	0	0	0	0	0	0	0	0	0
23.5	0	9.25331e-08	1.31501e-07	2.44232e-09	1.37458e-08	1.25015e-08	1.66712e-07	5.74625e-09	0	9.80445e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08939e-08	0	8.9113e-12	0	0	1.7012e-09	5.34457e-09	1.60547e-06	6.46088e-09	0	1.57759e-10	0	0	3.00807e-08	2.94404e-06	1.01721e-07	1.18497e-08	0	0	0	2e-06	0	0	4.13949e-10	0	0	0	1.67637e-07	0	1.85875e-08	4.10107e-08	2.6996e-07	1.17851e-07	6.64e-06	0	0	0	0	0	0	0	0	0
24	0	9.25598e-08	1.31025e-07	2.4713e-09	1.39456e-08	1.25503e-08	1.69482e-07	5.84355e-09	0	9.9482e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25236e-08	0	9.10961e-12	0	0	1.73152e-09	5.43002e-09	1.60504e-06	6.55359e-09	0	1.58382e-10	0	0	3.00689e-08	2.93961e-06	1.01597e-07	1.20048e-08	0	0	0	2e-06	0	0	4.15686e-10	0	0	0	1.67616e-07	0	1.88759e-08	4.12767e-08	2.69376e-07	1.17622e-07	6.64e-06	0	0	0	0	0	0	0	0	0
24.5	0	9.25843e-08	1.30562e-07	2.49956e-09	1.41402e-08	1.25978e-08	1.72271e-07	5.94144e-09	0	1.00924e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4156e-08	0	9.30855e-12	0	0	1.76189e-09	5.51525e-09	1.60447e-06	6.64326e-09	0	1.58975e-10	0	0	3.0055e-08	2.9353e-06	1.01474e-07	1.21553e-08	0	0	0	2e-06	0	0	4.17379e-10	0	0	0	1.67597e-07	0	1.91589e-08	4.15351e-08	2.68806e-07	1.17392e-07	6.64e-06	0	0	0	0	0	0	0	0	0
25	0	9.2607e-08	1.30112e-07	2.52712e-09	1.43298e-08	1.26441e-08	1.75071e-07	6.03968e-09	0	1.02367e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57876e-08	0	9.50777e-12	0	0	1.79227e-09	5.60011e-09	1.60379e-06	6.73003e-09	0	1.59539e-10	0	0	3.00393e-08	2.93109e-06	1.01353e-07	1.23014e-08	0	0	0	2e-06	0	0	4.19027e-10	0	0	0	1.6758e-07	0	1.94367e-08	4.17861e-08	2.6825e-07	1.17163e-07	6.64e-06	0	0	0	0	0	0	0	0	0
25.5	0	9.26279e-08	1.29674e-07	2.55401e-09	1.45145e-08	1.26891e-08	1.77877e-07	6.13806e-09	0	1.03808e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74157e-08	0	9.70697e-12	0	0	1.8226e-09	5.68444e-09	1.60302e-06	6.81399e-09	0	1.60076e-10	0	0	3.00221e-08	2.92698e-06	1.01234e-07	1.24433e-08	0	0	0	2e-06	0	0	4.20633e-10	0	0	0	1.67565e-07	0	1.97092e-08	4.20302e-08	2.67707e-07	1.16935e-07	6.64e-06	0	0	0	0	0	0	0	0	0
26	0	9.26473e-08	1.29249e-07	2.58024e-09	1.46945e-08	1.2733e-08	1.80682e-07	6.23637e-09	0	1.05244e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90375e-08	0	9.90585e-12	0	0	1.85283e-09	5.76811e-09	1.60216e-06	6.89527e-09	0	1.60589e-10	0	0	3.00036e-08	2.92298e-06	1.01116e-07	1.25811e-08	0	0	0	2e-06	0	0	4.22198e-10	0	0	0	1.67551e-07	0	1.99767e-08	4.22675e-08	2.67176e-07	1.16708e-07	6.64e-06	0	0	0	0	0	0	0	0	0
26.5	0	9.26652e-08	1.28835e-07	2.60583e-09	1.48699e-08	1.27758e-08	1.83481e-07	6.33446e-09	0	1.06671e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00651e-07	0	1.01042e-11	0	0	1.88291e-09	5.851e-09	1.60122e-06	6.97397e-09	0	1.61078e-10	0	0	2.99839e-08	2.91906e-06	1.01e-07	1.27149e-08	0	0	0	2e-06	0	0	4.23723e-10	0	0	0	1.67538e-07	0	2.02392e-08	4.24982e-08	2.66657e-07	1.16482e-07	6.64e-06	0	0	0	0	0	0	0	0	0
27	0	9.26817e-08	1.28433e-07	2.63081e-09	1.50409e-08	1.28174e-08	1.8627e-07	6.43217e-09	0	1.08089e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02254e-07	0	1.03017e-11	0	0	1.9128e-09	5.93303e-09	1.60023e-06	7.0502e-09	0	1.61545e-10	0	0	2.99632e-08	2.91525e-06	1.00886e-07	1.2845e-08	0	0	0	2e-06	0	0	4.25209e-10	0	0	0	1.67527e-07	0	2.04967e-08	4.27226e-08	2.6615e-07	1.16258e-07	6.64e-06	0	0	0	0	0	0	0	0	0
27.5	0	9.26971e-08	1.28042e-07	2.65519e-09	1.52076e-08	1.28581e-08	1.89045e-07	6.52935e-09	0	1.09494e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03844e-07	0	1.04982e-11	0	0	1.94248e-09	6.01411e-09	1.59918e-06	7.12405e-09	0	1.61992e-10	0	0	2.99418e-08	2.91152e-06	1.00774e-07	1.29713e-08	0	0	0	2e-06	0	0	4.26659e-10	0	0	0	1.67517e-07	0	2.07494e-08	4.2941e-08	2.65654e-07	1.16036e-07	6.64e-06	0	0	0	0	0	0	0	0	0
28	0	9.27114e-08	1.27661e-07	2.67899e-09	1.537e-08	1.28977e-08	1.91803e-07	6.6259e-09	0	1.10886e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05421e-07	0	1.06935e-11	0	0	1.9719e-09	6.09416e-09	1.59808e-06	7.19562e-09	0	1.6242e-10	0	0	2.99196e-08	2.90787e-06	1.00663e-07	1.30941e-08	0	0	0	2e-06	0	0	4.28073e-10	0	0	0	1.67507e-07	0	2.09974e-08	4.31535e-08	2.6517e-07	1.15817e-07	6.64e-06	0	0	0	0	0	0	0	0	0
28.5	0	9.27247e-08	1.27291e-07	2.70222e-09	1.55285e-08	1.29363e-08	1.9454e-07	6.72171e-09	0	1.12262e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06982e-07	0	1.08874e-11	0	0	2.00104e-09	6.17313e-09	1.59694e-06	7.265e-09	0	1.6283e-10	0	0	2.98969e-08	2.90431e-06	1.00554e-07	1.32135e-08	0	0	0	2e-06	0	0	4.29451e-10	0	0	0	1.67499e-07	0	2.12408e-08	4.33603e-08	2.64697e-07	1.15601e-07	6.64e-06	0	0	0	0	0	0	0	0	0
29	0	9.27371e-08	1.2693e-07	2.72491e-09	1.5683e-08	1.2974e-08	1.97254e-07	6.81668e-09	0	1.13622e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08527e-07	0	1.10798e-11	0	0	2.02989e-09	6.25097e-09	1.59578e-06	7.33228e-09	0	1.63222e-10	0	0	2.98737e-08	2.90083e-06	1.00446e-07	1.33295e-08	0	0	0	2e-06	0	0	4.30796e-10	0	0	0	1.67491e-07	0	2.14795e-08	4.35616e-08	2.64234e-07	1.15387e-07	6.64e-06	0	0	0	0	0	0	0	0	0
29.5	0	9.27487e-08	1.26579e-07	2.74706e-09	1.58337e-08	1.30107e-08	1.99941e-07	6.91073e-09	0	1.14964e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10054e-07	0	1.12706e-11	0	0	2.05841e-09	6.32762e-09	1.59459e-06	7.39754e-09	0	1.63599e-10	0	0	2.98502e-08	2.89742e-06	1.00341e-07	1.34423e-08	0	0	0	2e-06	0	0	4.32108e-10	0	0	0	1.67484e-07	0	2.17138e-08	4.37577e-08	2.63781e-07	1.15176e-07	6.64e-06	0	0	0	0	0	0	0	0	0
30	0	9.27595e-08	1.26238e-07	2.76869e-09	1.59806e-08	1.30466e-08	2.02602e-07	7.0038e-09	0	1.16288e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11562e-07	0	1.14596e-11	0	0	2.08659e-09	6.40307e-09	1.59337e-06	7.46086e-09	0	1.63961e-10	0	0	2.98264e-08	2.89409e-06	1.00237e-07	1.35521e-08	0	0	0	2e-06	0	0	4.33388e-10	0	0	0	1.67478e-07	0	2.19437e-08	4.39486e-08	2.63339e-07	1.14968e-07	6.64e-06	0	0	0	0	0	0	0	0	0
30.5	0	9.27696e-08	1.25905e-07	2.78983e-09	1.6124e-08	1.30815e-08	2.05232e-07	7.09581e-09	0	1.17593e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13052e-07	0	1.16467e-11	0	0	2.11442e-09	6.47729e-09	1.59214e-06	7.52232e-09	0	1.64309e-10	0	0	2.98024e-08	2.89083e-06	1.00135e-07	1.36588e-08	0	0	0	2e-06	0	0	4.34638e-10	0	0	0	1.67473e-07	0	2.21692e-08	4.41346e-08	2.62906e-07	1.14763e-07	6.64e-06	0	0	0	0	0	0	0	0	0
31	0	9.27791e-08	1.25581e-07	2.81047e-09	1.6264e-08	1.31157e-08	2.07831e-07	7.18671e-09	0	1.18878e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14521e-07	0	1.18318e-11	0	0	2.14188e-09	6.55024e-09	1.5909e-06	7.58198e-09	0	1.64643e-10	0	0	2.97782e-08	2.88765e-06	1.00034e-07	1.37626e-08	0	0	0	2e-06	0	0	4.35857e-10	0	0	0	1.67468e-07	0	2.23906e-08	4.43158e-08	2.62483e-07	1.14562e-07	6.64e-06	0	0	0	0	0	0	0	0	0
31.5	0	9.2788e-08	1.25265e-07	2.83063e-09	1.64005e-08	1.3149e-08	2.10398e-07	7.27646e-09	0	1.20142e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1597e-07	0	1.20148e-11	0	0	2.16897e-09	6.62193e-09	1.58965e-06	7.63991e-09	0	1.64965e-10	0	0	2.97541e-08	2.88453e-06	9.99356e-08	1.38637e-08	0	0	0	2e-06	0	0	4.37048e-10	0	0	0	1.67463e-07	0	2.26077e-08	4.44923e-08	2.62069e-07	1.14364e-07	6.64e-06	0	0	0	0	0	0	0	0	0
32	0	9.27963e-08	1.24958e-07	2.85033e-09	1.65338e-08	1.31816e-08	2.1293e-07	7.36503e-09	0	1.21386e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17398e-07	0	1.21957e-11	0	0	2.19567e-09	6.69233e-09	1.5884e-06	7.69619e-09	0	1.65274e-10	0	0	2.97298e-08	2.88148e-06	9.98386e-08	1.3962e-08	0	0	0	2e-06	0	0	4.3821e-10	0	0	0	1.67459e-07	0	2.28208e-08	4.46644e-08	2.61664e-07	1.14169e-07	6.64e-06	0	0	0	0	0	0	0	0	0
32.5	0	9.28042e-08	1.24658e-07	2.86959e-09	1.66639e-08	1.32134e-08	2.15429e-07	7.45237e-09	0	1.22609e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18805e-07	0	1.23745e-11	0	0	2.22197e-09	6.76145e-09	1.58714e-06	7.75087e-09	0	1.65573e-10	0	0	2.97057e-08	2.87849e-06	9.97434e-08	1.40577e-08	0	0	0	2e-06	0	0	4.39345e-10	0	0	0	1.67455e-07	0	2.30299e-08	4.48321e-08	2.61268e-07	1.13978e-07	6.64e-06	0	0	0	0	0	0	0	0	0
33	0	9.28116e-08	1.24366e-07	2.8884e-09	1.67908e-08	1.32444e-08	2.17891e-07	7.53846e-09	0	1.2381e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20191e-07	0	1.25509e-11	0	0	2.24788e-09	6.82928e-09	1.58589e-06	7.80401e-09	0	1.6586e-10	0	0	2.96816e-08	2.87557e-06	9.96499e-08	1.41508e-08	0	0	0	2e-06	0	0	4.40453e-10	0	0	0	1.67452e-07	0	2.3235e-08	4.49956e-08	2.60881e-07	1.1379e-07	6.64e-06	0	0	0	0	0	0	0	0	0
33.5	0	9.28186e-08	1.24081e-07	2.90679e-09	1.69148e-08	1.32747e-08	2.20318e-07	7.62329e-09	0	1.2499e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21554e-07	0	1.27251e-11	0	0	2.27338e-09	6.89582e-09	1.58464e-06	7.85567e-09	0	1.66138e-10	0	0	2.96576e-08	2.87271e-06	9.95581e-08	1.42415e-08	0	0	0	2e-06	0	0	4.41535e-10	0	0	0	1.67449e-07	0	2.34363e-08	4.51551e-08	2.60502e-07	1.13605e-07	6.64e-06	0	0	0	0	0	0	0	0	0
34	0	9.28253e-08	1.23804e-07	2.92476e-09	1.70359e-08	1.33043e-08	2.22708e-07	7.70683e-09	0	1.26149e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22896e-07	0	1.2897e-11	0	0	2.29848e-09	6.96108e-09	1.58339e-06	7.9059e-09	0	1.66406e-10	0	0	2.96338e-08	2.86991e-06	9.94679e-08	1.43299e-08	0	0	0	2e-06	0	0	4.42592e-10	0	0	0	1.67446e-07	0	2.36337e-08	4.53105e-08	2.60131e-07	1.13424e-07	6.64e-06	0	0	0	0	0	0	0	0	0
34.5	0	9.28316e-08	1.23533e-07	2.94232e-09	1.71541e-08	1.33332e-08	2.2506e-07	7.78907e-09	0	1.27286e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24216e-07	0	1.30665e-11	0	0	2.32317e-09	7.02507e-09	1.58215e-06	7.95476e-09	0	1.66665e-10	0	0	2.96102e-08	2.86717e-06	9.93794e-08	1.44159e-08	0	0	0	2e-06	0	0	4.43625e-10	0	0	0	1.67443e-07	0	2.38275e-08	4.54622e-08	2.59768e-07	1.13246e-07	6.64e-06	0	0	0	0	0	0	0	0	0
35	0	9.28375e-08	1.23269e-07	2.9595e-09	1.72696e-08	1.33615e-08	2.27376e-07	7.87e-09	0	1.28402e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25514e-07	0	1.32336e-11	0	0	2.34746e-09	7.08779e-09	1.58092e-06	8.00229e-09	0	1.66915e-10	0	0	2.95867e-08	2.86448e-06	9.92925e-08	1.44997e-08	0	0	0	2e-06	0	0	4.44634e-10	0	0	0	1.67441e-07	0	2.40176e-08	4.56101e-08	2.59413e-07	1.13072e-07	6.64e-06	0	0	0	0	0	0	0	0	0
35.5	0	9.28432e-08	1.23011e-07	2.97629e-09	1.73824e-08	1.33891e-08	2.29654e-07	7.94962e-09	0	1.29497e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2679e-07	0	1.33984e-11	0	0	2.37133e-09	7.14926e-09	1.5797e-06	8.04854e-09	0	1.67157e-10	0	0	2.95635e-08	2.86185e-06	9.92072e-08	1.45813e-08	0	0	0	2e-06	0	0	4.4562e-10	0	0	0	1.67439e-07	0	2.42042e-08	4.57544e-08	2.59065e-07	1.12901e-07	6.64e-06	0	0	0	0	0	0	0	0	0
36	0	9.28485e-08	1.2276e-07	2.9927e-09	1.74925e-08	1.34161e-08	2.31895e-07	8.02793e-09	0	1.3057e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28044e-07	0	1.35607e-11	0	0	2.3948e-09	7.20949e-09	1.57849e-06	8.09355e-09	0	1.67392e-10	0	0	2.95406e-08	2.85928e-06	9.91235e-08	1.46609e-08	0	0	0	2e-06	0	0	4.46583e-10	0	0	0	1.67437e-07	0	2.43872e-08	4.58952e-08	2.58725e-07	1.12734e-07	6.64e-06	0	0	0	0	0	0	0	0	0
36.5	0	9.28537e-08	1.22515e-07	3.00875e-09	1.76002e-08	1.34425e-08	2.34098e-07	8.10492e-09	0	1.31622e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29277e-07	0	1.37206e-11	0	0	2.41786e-09	7.2685e-09	1.5773e-06	8.13737e-09	0	1.67618e-10	0	0	2.95179e-08	2.85676e-06	9.90414e-08	1.47384e-08	0	0	0	2e-06	0	0	4.47525e-10	0	0	0	1.67435e-07	0	2.45668e-08	4.60326e-08	2.58392e-07	1.12569e-07	6.64e-06	0	0	0	0	0	0	0	0	0
37	0	9.28585e-08	1.22276e-07	3.02445e-09	1.77053e-08	1.34683e-08	2.36264e-07	8.18059e-09	0	1.32654e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30487e-07	0	1.38781e-11	0	0	2.44051e-09	7.3263e-09	1.57611e-06	8.18004e-09	0	1.67838e-10	0	0	2.94954e-08	2.85429e-06	9.89609e-08	1.4814e-08	0	0	0	2e-06	0	0	4.48445e-10	0	0	0	1.67434e-07	0	2.4743e-08	4.61667e-08	2.58066e-07	1.12408e-07	6.64e-06	0	0	0	0	0	0	0	0	0
37.5	0	9.28632e-08	1.22043e-07	3.0398e-09	1.78081e-08	1.34935e-08	2.38392e-07	8.25496e-09	0	1.33665e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31676e-07	0	1.40332e-11	0	0	2.46277e-09	7.3829e-09	1.57495e-06	8.22159e-09	0	1.68051e-10	0	0	2.94733e-08	2.85187e-06	9.88818e-08	1.48877e-08	0	0	0	2e-06	0	0	4.49344e-10	0	0	0	1.67432e-07	0	2.49159e-08	4.62975e-08	2.57747e-07	1.12251e-07	6.64e-06	0	0	0	0	0	0	0	0	0
38	0	9.28677e-08	1.21815e-07	3.05481e-09	1.79085e-08	1.35181e-08	2.40483e-07	8.32803e-09	0	1.34655e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32844e-07	0	1.41858e-11	0	0	2.48462e-09	7.43833e-09	1.57379e-06	8.26207e-09	0	1.68257e-10	0	0	2.94515e-08	2.84951e-06	9.88043e-08	1.49595e-08	0	0	0	2e-06	0	0	4.50224e-10	0	0	0	1.67431e-07	0	2.50855e-08	4.64253e-08	2.57434e-07	1.12096e-07	6.64e-06	0	0	0	0	0	0	0	0	0
38.5	0	9.28719e-08	1.21593e-07	3.06949e-09	1.80067e-08	1.35422e-08	2.42537e-07	8.39981e-09	0	1.35626e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3399e-07	0	1.43361e-11	0	0	2.50608e-09	7.4926e-09	1.57265e-06	8.3015e-09	0	1.68457e-10	0	0	2.943e-08	2.84719e-06	9.87283e-08	1.50295e-08	0	0	0	2e-06	0	0	4.51083e-10	0	0	0	1.6743e-07	0	2.5252e-08	4.65501e-08	2.57128e-07	1.11945e-07	6.64e-06	0	0	0	0	0	0	0	0	0
39	0	9.2876e-08	1.21376e-07	3.08385e-09	1.81026e-08	1.35658e-08	2.44554e-07	8.4703e-09	0	1.36576e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35116e-07	0	1.44839e-11	0	0	2.52715e-09	7.54574e-09	1.57153e-06	8.33993e-09	0	1.68651e-10	0	0	2.94087e-08	2.84492e-06	9.86537e-08	1.50978e-08	0	0	0	2e-06	0	0	4.51924e-10	0	0	0	1.67429e-07	0	2.54153e-08	4.66719e-08	2.56829e-07	1.11797e-07	6.64e-06	0	0	0	0	0	0	0	0	0
39.5	0	9.288e-08	1.21164e-07	3.0979e-09	1.81964e-08	1.35889e-08	2.46535e-07	8.53952e-09	0	1.37507e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3622e-07	0	1.46294e-11	0	0	2.54783e-09	7.59775e-09	1.57042e-06	8.37739e-09	0	1.6884e-10	0	0	2.93878e-08	2.84269e-06	9.85805e-08	1.51644e-08	0	0	0	2e-06	0	0	4.52746e-10	0	0	0	1.67428e-07	0	2.55755e-08	4.67908e-08	2.56536e-07	1.11652e-07	6.64e-06	0	0	0	0	0	0	0	0	0
40	0	9.28837e-08	1.20957e-07	3.11165e-09	1.82881e-08	1.36114e-08	2.4848e-07	8.60748e-09	0	1.38419e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37305e-07	0	1.47724e-11	0	0	2.56813e-09	7.64867e-09	1.56933e-06	8.4139e-09	0	1.69023e-10	0	0	2.93673e-08	2.84051e-06	9.85088e-08	1.52294e-08	0	0	0	2e-06	0	0	4.5355e-10	0	0	0	1.67427e-07	0	2.57327e-08	4.6907e-08	2.56249e-07	1.11509e-07	6.64e-06	0	0	0	0	0	0	0	0	0
40.5	0	9.28874e-08	1.20755e-07	3.12509e-09	1.83778e-08	1.36334e-08	2.5039e-07	8.67419e-09	0	1.39312e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38369e-07	0	1.49132e-11	0	0	2.58804e-09	7.6985e-09	1.56826e-06	8.44949e-09	0	1.69201e-10	0	0	2.9347e-08	2.83838e-06	9.84385e-08	1.52928e-08	0	0	0	2e-06	0	0	4.54336e-10	0	0	0	1.67426e-07	0	2.5887e-08	4.70204e-08	2.55967e-07	1.1137e-07	6.64e-06	0	0	0	0	0	0	0	0	0
41	0	9.28909e-08	1.20557e-07	3.13825e-09	1.84654e-08	1.3655e-08	2.52264e-07	8.73966e-09	0	1.40186e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39412e-07	0	1.50516e-11	0	0	2.60759e-09	7.74728e-09	1.5672e-06	8.48421e-09	0	1.69373e-10	0	0	2.93271e-08	2.83629e-06	9.83695e-08	1.53547e-08	0	0	0	2e-06	0	0	4.55105e-10	0	0	0	1.67426e-07	0	2.60384e-08	4.71313e-08	2.55692e-07	1.11234e-07	6.64e-06	0	0	0	0	0	0	0	0	0
41.5	0	9.28942e-08	1.20365e-07	3.15112e-09	1.85511e-08	1.36761e-08	2.54103e-07	8.80392e-09	0	1.41042e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40437e-07	0	1.51876e-11	0	0	2.62676e-09	7.79501e-09	1.56616e-06	8.51806e-09	0	1.69541e-10	0	0	2.93075e-08	2.83424e-06	9.83019e-08	1.5415e-08	0	0	0	2e-06	0	0	4.55857e-10	0	0	0	1.67425e-07	0	2.61869e-08	4.72395e-08	2.55422e-07	1.11101e-07	6.64e-06	0	0	0	0	0	0	0	0	0
42	0	9.28975e-08	1.20176e-07	3.16372e-09	1.86349e-08	1.36968e-08	2.55907e-07	8.86698e-09	0	1.4188e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41441e-07	0	1.53214e-11	0	0	2.64558e-09	7.84173e-09	1.56514e-06	8.55109e-09	0	1.69705e-10	0	0	2.92883e-08	2.83224e-06	9.82356e-08	1.54739e-08	0	0	0	2e-06	0	0	4.56592e-10	0	0	0	1.67425e-07	0	2.63326e-08	4.73453e-08	2.55158e-07	1.1097e-07	6.64e-06	0	0	0	0	0	0	0	0	0
